CustomerID,Age,Gender,Income_Level,Eyewear_Type,Brand,Price,Purchase_Frequency,Customer_Tenure_Days,Customer_Satisfaction,CLV,CLV_Class
CUST06159,64,Male,High,Optical Glasses,Oliver Peoples,1366.32,3,330,0.85,3150.02,Low
CUST06160,25,Male,High,Sunglasses,Oliver Peoples,1384.41,1,104,0.95,374.74,Low
CUST06161,32,Female,Medium,Sunglasses,Vogue Eyewear,1297.56,4,1972,0.65,18226.99,High
CUST06162,44,Male,Low,Optical Glasses,Oliver Peoples,1258.14,5,904,0.57,8880.74,High
CUST06163,30,Female,Medium,Optical Glasses,Persol,1252.99,5,272,0.77,3594.88,Medium
CUST06164,66,Female,Low,Sunglasses,Persol,977.7,5,1424,0.69,13159.57,High
CUST06165,48,Male,High,Sunglasses,Oliver Peoples,964.4,2,1352,0.9,6430.04,Medium
CUST06166,52,Male,Medium,Optical Glasses,Ray-Ban,1317.49,2,310,0.5,1118.96,Low
CUST06167,23,Female,Medium,Optical Glasses,Oliver Peoples,1034.94,1,556,0.79,1245.44,Low
CUST06168,22,Male,Medium,Optical Glasses,Ray-Ban,991.61,2,551,0.76,2275.32,Low
CUST06169,39,Female,High,Sunglasses,Oliver Peoples,888.68,4,1457,0.92,13054.49,High
CUST06170,66,Male,Medium,Sunglasses,Persol,1128.64,1,301,0.79,735.29,Low
CUST06171,40,Female,Medium,Sunglasses,Persol,1256.15,4,1920,1.0,26430.77,High
CUST06172,42,Male,Medium,Sunglasses,Oliver Peoples,1268.24,5,410,0.51,3632.73,Medium
CUST06173,51,Female,Medium,Optical Glasses,Oakley,1327.59,4,1151,0.75,12559.37,High
CUST06174,43,Male,Low,Optical Glasses,Ray-Ban,1141.28,5,242,0.99,3745.59,Medium
CUST06175,64,Male,High,Sunglasses,Oakley,1216.09,2,1878,0.97,12138.64,High
CUST06176,22,Female,Medium,Optical Glasses,Persol,1326.87,1,1099,0.61,2437.04,Low
CUST06177,43,Male,Low,Optical Glasses,Ray-Ban,1269.6,3,1932,0.91,18346.1,High
CUST06178,37,Male,High,Optical Glasses,Oliver Peoples,1112.27,4,665,0.9,7295.27,Medium
CUST06179,23,Male,Medium,Optical Glasses,Ray-Ban,1244.95,1,533,0.98,1781.61,Low
CUST06180,23,Male,High,Optical Glasses,Ray-Ban,902.37,3,1285,0.75,7147.88,Medium
CUST06181,67,Female,High,Optical Glasses,Vogue Eyewear,1200.02,1,158,0.76,394.79,Low
CUST06182,35,Female,High,Sunglasses,Ray-Ban,1107.24,3,1846,0.89,14951.74,High
CUST06183,21,Male,Low,Sunglasses,Persol,1427.79,1,1365,1.0,5339.54,Medium
CUST06184,34,Female,Low,Optical Glasses,Oakley,1053.42,5,75,0.65,703.48,Low
CUST06185,31,Female,High,Optical Glasses,Oakley,1217.5,3,984,0.84,8271.26,Medium
CUST06186,31,Female,High,Sunglasses,Oliver Peoples,1135.68,1,1499,0.84,3917.82,Medium
CUST06187,30,Male,Medium,Optical Glasses,Vogue Eyewear,1116.27,3,491,0.93,4189.5,Medium
CUST06188,24,Female,Medium,Sunglasses,Oakley,1256.6,5,474,0.82,6690.62,Medium
CUST06189,61,Female,Low,Optical Glasses,Oakley,1137.27,3,1008,0.73,6878.21,Medium
CUST06190,32,Male,High,Optical Glasses,Ray-Ban,1477.8,3,805,0.66,6453.33,Medium
CUST06191,36,Male,Low,Optical Glasses,Persol,903.81,1,582,0.98,1412.32,Low
CUST06192,60,Male,Low,Optical Glasses,Persol,1294.68,4,1196,0.67,11369.35,High
CUST06193,64,Female,Medium,Optical Glasses,Oliver Peoples,1187.28,5,585,0.63,5994.14,Medium
CUST06194,61,Male,Low,Sunglasses,Persol,1192.45,1,1903,0.9,5595.37,Medium
CUST06195,52,Female,High,Optical Glasses,Oakley,1245.32,2,1308,0.75,6694.02,Medium
CUST06196,34,Male,Low,Sunglasses,Ray-Ban,1349.66,3,670,0.59,4385.1,Medium
CUST06197,52,Female,Low,Optical Glasses,Persol,1239.76,2,140,0.68,646.71,Low
CUST06198,36,Female,Medium,Optical Glasses,Vogue Eyewear,1350.2,1,1052,0.6,2334.92,Low
CUST06199,37,Female,Medium,Optical Glasses,Vogue Eyewear,1206.96,4,254,0.6,2015.79,Low
CUST06200,53,Female,Low,Optical Glasses,Vogue Eyewear,1044.88,5,1246,0.54,9630.64,High
CUST06201,52,Female,Medium,Optical Glasses,Persol,1186.63,1,1170,0.82,3119.05,Low
CUST06202,49,Male,Medium,Sunglasses,Ray-Ban,1372.94,4,447,0.69,4640.61,Medium
CUST06203,65,Female,High,Optical Glasses,Persol,1138.4,1,417,0.53,689.31,Low
CUST06204,61,Male,Low,Sunglasses,Oakley,1037.58,4,878,0.83,8286.31,Medium
CUST06205,57,Female,High,Sunglasses,Persol,1292.92,2,1439,0.65,6626.48,Medium
CUST06206,41,Male,Medium,Sunglasses,Vogue Eyewear,1250.49,4,452,0.58,3592.64,Medium
CUST06207,34,Female,Low,Optical Glasses,Vogue Eyewear,1084.37,5,1308,0.98,19040.94,High
CUST06208,24,Female,Low,Optical Glasses,Ray-Ban,1165.04,2,1814,0.54,6253.3,Medium
CUST06209,60,Male,Medium,Sunglasses,Oliver Peoples,1172.75,3,979,0.69,6511.27,Medium
CUST06210,67,Male,Low,Sunglasses,Vogue Eyewear,1200.96,2,1703,0.81,9077.48,High
CUST06211,18,Female,Medium,Optical Glasses,Vogue Eyewear,1296.98,2,1351,1.0,9601.21,High
CUST06212,52,Male,Low,Optical Glasses,Oliver Peoples,1139.22,3,1610,0.54,8140.59,Medium
CUST06213,49,Male,Medium,Optical Glasses,Persol,1304.74,2,1666,0.97,11553.35,High
CUST06214,53,Male,Medium,Optical Glasses,Vogue Eyewear,1119.98,2,439,0.94,2532.44,Low
CUST06215,30,Female,Low,Optical Glasses,Ray-Ban,1449.95,3,824,0.89,8739.74,Medium
CUST06216,23,Female,Medium,Optical Glasses,Persol,1453.18,3,1732,0.55,11377.8,High
CUST06217,31,Female,Medium,Optical Glasses,Persol,1071.54,5,950,0.65,9064.05,High
CUST06218,54,Female,Low,Optical Glasses,Vogue Eyewear,1016.17,2,826,0.64,2943.5,Low
CUST06219,65,Male,High,Optical Glasses,Persol,1346.73,2,395,0.77,2244.43,Low
CUST06220,32,Female,Medium,Optical Glasses,Persol,1238.68,2,495,0.56,1881.44,Low
CUST06221,64,Male,High,Optical Glasses,Ray-Ban,1282.75,5,1587,0.91,25376.84,High
CUST06222,21,Male,Low,Sunglasses,Persol,1101.79,2,1424,0.84,7221.46,Medium
CUST06223,57,Male,High,Optical Glasses,Vogue Eyewear,1180.13,3,1911,0.93,17238.6,High
CUST06224,33,Female,Medium,Optical Glasses,Vogue Eyewear,1148.27,3,473,0.61,2723.1,Low
CUST06225,45,Female,Medium,Optical Glasses,Oliver Peoples,1245.63,3,375,0.81,3109.81,Low
CUST06226,33,Male,Medium,Optical Glasses,Oakley,1013.14,3,1745,0.93,13513.76,High
CUST06227,21,Female,Low,Optical Glasses,Oliver Peoples,1185.1,4,626,0.53,4308.96,Medium
CUST06228,62,Male,High,Sunglasses,Ray-Ban,1011.63,3,1458,0.78,9455.89,High
CUST06229,43,Male,Medium,Sunglasses,Ray-Ban,1122.67,5,1671,0.86,22100.6,High
CUST06230,45,Male,Low,Optical Glasses,Vogue Eyewear,1185.4,4,1189,0.69,10657.69,High
CUST06231,49,Female,Low,Optical Glasses,Oakley,1276.12,2,402,0.68,1911.45,Low
CUST06232,62,Female,Low,Optical Glasses,Oliver Peoples,1288.55,3,351,0.52,1933.04,Low
CUST06233,19,Male,Medium,Optical Glasses,Oakley,1314.14,2,255,0.74,1358.78,Low
CUST06234,48,Female,Medium,Optical Glasses,Vogue Eyewear,977.58,3,1769,0.8,11371.0,High
CUST06235,20,Male,Medium,Optical Glasses,Persol,1389.61,3,1166,0.87,11586.15,High
CUST06236,25,Female,Medium,Sunglasses,Vogue Eyewear,1103.28,4,47,0.54,306.86,Low
CUST06237,41,Female,Medium,Optical Glasses,Vogue Eyewear,1114.23,3,878,0.71,5708.95,Medium
CUST06238,32,Male,Medium,Optical Glasses,Oakley,1240.31,3,1708,0.63,10969.51,High
CUST06239,60,Female,Low,Optical Glasses,Ray-Ban,1149.45,1,800,0.6,1511.61,Low
CUST06240,48,Female,Low,Sunglasses,Persol,1254.27,5,882,0.62,9395.69,High
CUST06241,26,Male,Low,Sunglasses,Persol,1282.11,5,624,0.68,7452.4,Medium
CUST06242,56,Female,High,Sunglasses,Ray-Ban,1085.52,2,1368,0.87,7079.14,Medium
CUST06243,62,Male,Medium,Optical Glasses,Oakley,1172.44,2,1748,0.72,8085.4,Medium
CUST06244,19,Male,High,Optical Glasses,Oakley,1176.88,4,151,0.53,1032.17,Low
CUST06245,25,Male,Medium,Optical Glasses,Ray-Ban,1343.74,2,1469,0.67,7246.85,Medium
CUST06246,24,Male,High,Sunglasses,Oliver Peoples,1130.23,1,40,0.55,68.12,Low
CUST06247,61,Female,Medium,Sunglasses,Oakley,1123.7,2,210,0.61,788.75,Low
CUST06248,68,Female,Medium,Sunglasses,Ray-Ban,1046.76,3,442,0.56,2129.54,Low
CUST06249,56,Female,Low,Sunglasses,Oliver Peoples,1063.57,2,1888,0.99,10892.82,High
CUST06250,59,Male,Medium,Optical Glasses,Vogue Eyewear,997.41,2,1551,0.94,7968.02,Medium
CUST06251,33,Male,High,Optical Glasses,Persol,1094.54,3,417,0.81,3038.65,Low
CUST06252,52,Male,Low,Sunglasses,Ray-Ban,1439.03,1,249,0.63,618.47,Low
CUST06253,47,Female,Low,Sunglasses,Oakley,1303.64,5,1190,0.59,12538.16,High
CUST06254,27,Female,Medium,Sunglasses,Persol,1391.6,1,342,0.92,1199.6,Low
CUST06255,55,Female,High,Sunglasses,Oliver Peoples,1057.48,1,1219,0.54,1907.11,Low
CUST06256,35,Male,Medium,Optical Glasses,Persol,907.84,4,1828,0.85,15458.65,High
CUST06257,67,Female,Low,Optical Glasses,Ray-Ban,1247.46,4,990,0.65,8797.16,Medium
CUST06258,22,Female,Medium,Optical Glasses,Vogue Eyewear,1478.04,3,448,0.74,4027.4,Medium
CUST06259,46,Male,Medium,Optical Glasses,Oliver Peoples,1127.2,4,460,0.86,4886.8,Medium
CUST06260,56,Female,High,Sunglasses,Oliver Peoples,1215.27,5,63,0.52,545.37,Low
CUST06261,51,Male,Medium,Sunglasses,Oliver Peoples,964.57,3,348,0.59,1627.77,Low
CUST06262,60,Male,Medium,Sunglasses,Persol,1204.23,4,1318,0.82,14262.83,High
CUST06263,62,Male,Low,Optical Glasses,Vogue Eyewear,1181.25,2,1911,0.96,11874.38,High
CUST06264,40,Male,High,Optical Glasses,Ray-Ban,886.04,4,1765,0.63,10797.06,High
CUST06265,22,Male,Medium,Optical Glasses,Ray-Ban,1044.4,5,304,0.57,2479.09,Low
CUST06266,47,Male,High,Sunglasses,Persol,1032.49,4,1463,0.96,15891.63,High
CUST06267,23,Male,Medium,Optical Glasses,Ray-Ban,963.04,3,1227,0.93,9032.34,High
CUST06268,63,Female,High,Sunglasses,Ray-Ban,1091.27,2,1365,0.95,7754.0,Medium
CUST06269,61,Female,High,Sunglasses,Vogue Eyewear,1276.32,3,295,0.56,1733.0,Low
CUST06270,21,Female,Medium,Optical Glasses,Persol,1105.02,2,661,0.96,3842.2,Medium
CUST06271,46,Male,High,Optical Glasses,Persol,1372.27,2,712,0.79,4229.45,Medium
CUST06272,40,Male,Low,Optical Glasses,Oliver Peoples,1145.59,5,1467,0.83,19107.97,High
CUST06273,23,Male,Medium,Optical Glasses,Ray-Ban,1248.93,1,581,0.73,1451.26,Low
CUST06274,49,Male,High,Sunglasses,Oakley,1274.62,5,1537,0.68,18249.07,High
CUST06275,59,Female,Medium,Sunglasses,Vogue Eyewear,1430.08,1,212,0.56,465.15,Low
CUST06276,35,Female,Medium,Sunglasses,Vogue Eyewear,1092.58,1,471,0.61,860.03,Low
CUST06277,32,Female,Medium,Sunglasses,Oakley,1266.35,5,1852,0.79,25380.43,High
CUST06278,57,Female,Medium,Sunglasses,Oliver Peoples,1058.01,4,1509,0.66,11547.56,High
CUST06279,49,Male,High,Optical Glasses,Oakley,1458.31,5,519,0.56,5806.07,Medium
CUST06280,26,Male,Medium,Sunglasses,Oakley,1044.05,3,1100,0.85,8023.45,Medium
CUST06281,54,Female,High,Optical Glasses,Oliver Peoples,1257.55,3,1002,0.76,7871.09,Medium
CUST06282,27,Male,Medium,Optical Glasses,Oakley,1433.92,3,322,0.52,1973.39,Low
CUST06283,37,Male,Low,Sunglasses,Oliver Peoples,1020.52,3,1750,0.84,12330.12,High
CUST06284,23,Male,Medium,Optical Glasses,Ray-Ban,1289.26,1,108,0.93,354.78,Low
CUST06285,65,Male,Medium,Optical Glasses,Oliver Peoples,1051.08,1,1238,0.89,3172.88,Low
CUST06286,20,Male,Low,Optical Glasses,Persol,1549.25,5,640,0.96,13039.17,High
CUST06287,59,Female,Medium,Sunglasses,Persol,916.29,2,928,0.67,3121.71,Low
CUST06288,28,Female,Medium,Optical Glasses,Oakley,972.4,2,1722,0.54,4954.6,Medium
CUST06289,60,Male,Medium,Sunglasses,Persol,1031.77,1,1525,0.86,3707.31,Medium
CUST06290,34,Male,Low,Optical Glasses,Oliver Peoples,1036.6,4,586,0.95,6324.11,Medium
CUST06291,49,Female,Medium,Sunglasses,Ray-Ban,1278.13,1,628,0.66,1451.4,Low
CUST06292,21,Male,Medium,Optical Glasses,Oliver Peoples,1469.95,4,358,0.63,3633.23,Medium
CUST06293,21,Male,High,Optical Glasses,Vogue Eyewear,1373.27,2,1567,0.86,10140.53,High
CUST06294,34,Male,Medium,Optical Glasses,Oakley,1235.09,1,428,0.86,1245.51,Low
CUST06295,58,Male,Medium,Sunglasses,Ray-Ban,1201.44,5,687,0.91,10289.1,High
CUST06296,36,Female,High,Sunglasses,Oakley,1109.05,3,1812,0.87,14370.01,High
CUST06297,22,Female,Medium,Optical Glasses,Vogue Eyewear,1258.66,2,1722,0.7,8313.36,Medium
CUST06298,49,Male,Low,Optical Glasses,Persol,1168.68,1,1349,0.71,3066.71,Low
CUST06299,39,Male,High,Optical Glasses,Vogue Eyewear,1228.41,1,32,0.9,96.93,Low
CUST06300,23,Male,Medium,Sunglasses,Persol,1088.86,3,1790,0.63,10092.39,High
CUST06301,52,Male,Medium,Sunglasses,Oakley,1019.73,2,1367,0.55,4201.01,Medium
CUST06302,39,Female,Medium,Optical Glasses,Oakley,1203.82,5,1380,0.61,13881.86,High
CUST06303,18,Female,High,Sunglasses,Oakley,1200.51,5,1403,0.75,17304.61,High
CUST06304,37,Female,High,Sunglasses,Oliver Peoples,1110.61,5,248,0.79,2980.69,Low
CUST06305,39,Female,High,Optical Glasses,Ray-Ban,1085.02,2,1731,0.54,5557.32,Medium
CUST06306,65,Female,Medium,Optical Glasses,Oliver Peoples,1283.76,5,1722,0.65,19683.73,High
CUST06307,28,Female,Medium,Sunglasses,Vogue Eyewear,1268.24,4,700,0.87,8464.2,Medium
CUST06308,30,Male,Low,Sunglasses,Ray-Ban,1481.48,1,1691,0.93,6383.07,Medium
CUST06309,59,Male,Low,Optical Glasses,Oakley,1407.14,4,1758,0.56,15181.38,High
CUST06310,20,Female,High,Sunglasses,Oakley,1020.92,2,1926,0.76,8188.39,Medium
CUST06311,26,Male,Medium,Optical Glasses,Oakley,1171.38,5,328,0.57,3000.02,Low
CUST06312,29,Female,Medium,Sunglasses,Persol,995.28,5,696,0.86,8160.75,Medium
CUST06313,40,Female,Medium,Sunglasses,Vogue Eyewear,924.11,5,184,0.58,1350.97,Low
CUST06314,31,Female,Medium,Optical Glasses,Oliver Peoples,1529.32,3,1683,0.55,11635.19,High
CUST06315,50,Male,Low,Optical Glasses,Vogue Eyewear,1422.04,3,1018,0.72,8566.84,Medium
CUST06316,35,Female,Medium,Sunglasses,Persol,1105.53,5,1378,0.55,11477.82,High
CUST06317,66,Male,Medium,Optical Glasses,Persol,1386.51,1,1056,0.91,3650.36,Medium
CUST06318,58,Female,Medium,Sunglasses,Vogue Eyewear,1408.76,3,1722,0.91,18144.29,High
CUST06319,26,Male,High,Optical Glasses,Persol,911.93,2,900,0.76,3417.86,Low
CUST06320,40,Female,High,Sunglasses,Ray-Ban,1327.59,5,682,0.79,9798.34,High
CUST06321,27,Female,Medium,Optical Glasses,Oakley,1126.25,1,894,0.57,1572.37,Low
CUST06322,36,Male,High,Optical Glasses,Oliver Peoples,1257.46,3,1113,0.64,7362.03,Medium
CUST06323,64,Male,Medium,Optical Glasses,Persol,1651.48,2,625,0.56,3167.22,Low
CUST06324,22,Female,Medium,Optical Glasses,Oliver Peoples,1437.8,3,1888,0.61,13610.02,High
CUST06325,64,Male,Low,Optical Glasses,Oakley,1180.77,2,1251,0.7,5665.76,Medium
CUST06326,69,Female,Medium,Optical Glasses,Vogue Eyewear,1413.25,5,392,0.84,6374.73,Medium
CUST06327,40,Male,Medium,Sunglasses,Oakley,911.68,1,878,0.86,1886.0,Low
CUST06328,47,Female,Low,Sunglasses,Oliver Peoples,1275.54,4,920,0.72,9259.37,High
CUST06329,42,Female,Low,Optical Glasses,Ray-Ban,1279.12,3,1868,0.65,12765.27,High
CUST06330,45,Male,Medium,Optical Glasses,Vogue Eyewear,1305.85,1,1662,0.9,5351.48,Medium
CUST06331,51,Male,Medium,Sunglasses,Persol,1123.73,4,1214,0.72,10764.16,High
CUST06332,62,Female,Low,Optical Glasses,Ray-Ban,1257.3,5,547,0.78,7348.49,Medium
CUST06333,65,Male,Medium,Optical Glasses,Oakley,1328.4,2,915,0.63,4195.92,Medium
CUST06334,64,Male,Medium,Optical Glasses,Oliver Peoples,851.56,5,477,0.53,2949.08,Low
CUST06335,42,Female,Medium,Sunglasses,Oliver Peoples,1152.57,1,518,0.58,948.71,Low
CUST06336,27,Male,Medium,Sunglasses,Oliver Peoples,1064.5,1,1899,0.86,4762.95,Medium
CUST06337,31,Male,Low,Optical Glasses,Oakley,1299.32,3,1035,0.64,7074.0,Medium
CUST06338,59,Female,Medium,Sunglasses,Vogue Eyewear,1406.68,4,1048,0.56,9047.15,High
CUST06339,63,Male,High,Optical Glasses,Persol,1108.22,4,484,0.82,4820.06,Medium
CUST06340,47,Male,Medium,Optical Glasses,Ray-Ban,1036.7,3,1891,0.74,11923.53,High
CUST06341,58,Male,Medium,Optical Glasses,Oakley,1217.57,5,976,0.51,8302.16,Medium
CUST06342,42,Female,Medium,Optical Glasses,Oliver Peoples,1027.02,4,352,1.0,3961.76,Medium
CUST06343,31,Female,Medium,Optical Glasses,Persol,1166.04,5,898,0.69,9897.28,High
CUST06344,52,Female,Medium,Sunglasses,Oliver Peoples,1150.22,2,1459,0.83,7632.23,Medium
CUST06345,69,Male,High,Optical Glasses,Oakley,1287.02,1,1027,0.99,3585.07,Low
CUST06346,65,Male,Low,Optical Glasses,Oliver Peoples,1247.28,2,1509,0.82,8456.76,Medium
CUST06347,51,Male,High,Optical Glasses,Oakley,1224.21,3,821,0.66,5452.2,Medium
CUST06348,27,Male,Low,Sunglasses,Oliver Peoples,1445.53,4,1258,0.74,14747.1,High
CUST06349,52,Female,Medium,Sunglasses,Oakley,1240.46,2,350,0.55,1308.43,Low
CUST06350,28,Male,High,Sunglasses,Oliver Peoples,1137.32,1,1808,0.58,3267.5,Low
CUST06351,28,Male,High,Optical Glasses,Persol,1155.72,4,1234,0.66,10315.23,High
CUST06352,38,Male,High,Sunglasses,Persol,1085.35,5,1181,0.54,9481.8,High
CUST06353,38,Female,High,Optical Glasses,Oliver Peoples,1047.2,4,966,0.56,6208.15,Medium
CUST06354,39,Female,Medium,Optical Glasses,Oliver Peoples,991.6,1,129,0.92,322.42,Low
CUST06355,62,Female,Medium,Sunglasses,Oakley,1370.13,4,829,0.62,7717.47,Medium
CUST06356,24,Female,Medium,Optical Glasses,Oakley,1092.25,2,1634,0.66,6454.39,Medium
CUST06357,34,Male,Medium,Sunglasses,Oakley,1247.39,3,356,0.59,2153.44,Low
CUST06358,19,Male,Medium,Optical Glasses,Vogue Eyewear,1155.02,2,271,0.7,1200.59,Low
CUST06359,29,Male,Medium,Sunglasses,Oliver Peoples,1195.62,4,74,0.85,824.16,Low
CUST06360,59,Female,Medium,Sunglasses,Oliver Peoples,1373.07,5,1085,0.97,19795.72,High
CUST06361,35,Female,High,Sunglasses,Oliver Peoples,1226.5,4,569,0.77,5888.95,Medium
CUST06362,28,Female,Medium,Optical Glasses,Oliver Peoples,1061.6,1,1406,0.65,2658.07,Low
CUST06363,33,Female,Low,Optical Glasses,Oakley,1115.38,2,779,0.75,3570.74,Low
CUST06364,66,Female,Medium,Optical Glasses,Oakley,1328.99,2,811,0.56,3307.26,Low
CUST06365,68,Female,Medium,Sunglasses,Vogue Eyewear,1272.48,4,682,0.84,7988.8,Medium
CUST06366,35,Female,Medium,Optical Glasses,Oakley,1338.36,3,1487,0.66,10795.84,High
CUST06367,52,Female,High,Sunglasses,Oliver Peoples,1164.22,4,1221,0.97,15110.87,High
CUST06368,43,Male,Medium,Optical Glasses,Oliver Peoples,990.59,3,1950,0.83,13177.56,High
CUST06369,33,Female,High,Optical Glasses,Ray-Ban,1276.0,4,1484,0.74,15356.19,High
CUST06370,23,Female,Medium,Optical Glasses,Oakley,1237.92,2,142,0.62,597.19,Low
CUST06371,61,Male,Medium,Optical Glasses,Ray-Ban,1241.85,3,654,0.55,3671.45,Medium
CUST06372,60,Female,Medium,Sunglasses,Oliver Peoples,992.74,1,504,0.59,808.77,Low
CUST06373,64,Female,Low,Sunglasses,Oakley,1103.97,3,1339,0.79,9598.28,High
CUST06374,64,Male,Low,Sunglasses,Oliver Peoples,1059.24,5,1599,0.76,17633.3,High
CUST06375,65,Female,Low,Sunglasses,Ray-Ban,1259.9,1,1611,0.5,2780.41,Low
CUST06376,59,Male,Medium,Optical Glasses,Ray-Ban,1265.07,4,1054,0.87,12712.81,High
CUST06377,29,Female,Low,Sunglasses,Persol,1193.48,5,447,0.52,3800.17,Medium
CUST06378,30,Female,High,Optical Glasses,Persol,1345.14,1,216,0.54,429.86,Low
CUST06379,21,Male,Medium,Optical Glasses,Oakley,1423.61,4,1956,0.86,26243.72,High
CUST06380,56,Male,Medium,Sunglasses,Oakley,1252.96,3,478,0.82,4036.52,Medium
CUST06381,19,Female,Low,Sunglasses,Oakley,1300.66,4,711,0.61,6182.02,Medium
CUST06382,43,Male,Medium,Sunglasses,Oakley,1118.77,2,1007,0.83,5123.72,Medium
CUST06383,44,Male,Medium,Sunglasses,Oakley,1091.19,1,783,0.51,1193.82,Low
CUST06384,44,Female,Medium,Optical Glasses,Oakley,1351.46,3,1328,0.64,9440.82,High
CUST06385,32,Male,Medium,Optical Glasses,Oakley,1068.79,4,938,0.88,9668.19,High
CUST06386,25,Male,Medium,Optical Glasses,Ray-Ban,1304.56,3,52,0.74,412.6,Low
CUST06387,24,Female,Medium,Optical Glasses,Ray-Ban,1457.92,3,1119,0.93,12470.25,High
CUST06388,64,Female,Medium,Sunglasses,Ray-Ban,1298.02,1,1440,0.57,2918.94,Low
CUST06389,63,Female,Low,Sunglasses,Oliver Peoples,1187.86,3,1139,0.93,10341.9,High
CUST06390,57,Female,Medium,Optical Glasses,Vogue Eyewear,998.95,1,961,0.74,1946.28,Low
CUST06391,29,Male,Medium,Sunglasses,Oliver Peoples,1224.5,3,1998,0.55,11059.75,High
CUST06392,30,Male,Medium,Sunglasses,Oakley,1351.36,3,741,0.52,4279.78,Medium
CUST06393,60,Male,Medium,Optical Glasses,Vogue Eyewear,1173.16,4,1140,0.5,7328.23,Medium
CUST06394,34,Female,Medium,Optical Glasses,Ray-Ban,1353.22,5,357,0.82,5426.6,Medium
CUST06395,34,Female,Low,Optical Glasses,Ray-Ban,1254.75,1,886,0.61,1857.92,Low
CUST06396,53,Female,High,Sunglasses,Persol,1243.7,2,1792,0.57,6960.9,Medium
CUST06397,38,Female,Medium,Optical Glasses,Oakley,1152.48,1,989,0.8,2498.2,Low
CUST06398,25,Female,High,Sunglasses,Oakley,981.59,3,1676,0.7,9465.22,High
CUST06399,22,Male,Medium,Optical Glasses,Persol,1136.23,5,1192,0.72,13358.33,High
CUST06400,43,Male,Low,Sunglasses,Oliver Peoples,1135.04,1,1862,0.57,3300.45,Low
CUST06401,33,Male,Medium,Sunglasses,Persol,1286.32,3,264,0.63,1758.42,Low
CUST06402,53,Male,Low,Optical Glasses,Oakley,1197.72,2,803,0.55,2898.48,Low
CUST06403,45,Female,High,Optical Glasses,Ray-Ban,1362.48,4,903,0.67,9033.58,High
CUST06404,46,Male,High,Optical Glasses,Persol,1242.2,4,1031,0.65,9122.85,High
CUST06405,64,Female,Medium,Sunglasses,Vogue Eyewear,1124.35,1,1039,0.89,2848.49,Low
CUST06406,29,Female,Medium,Optical Glasses,Ray-Ban,1077.77,1,1866,0.99,5454.82,Medium
CUST06407,54,Male,Medium,Optical Glasses,Oliver Peoples,1109.49,2,1774,1.0,10784.85,High
CUST06408,47,Male,High,Optical Glasses,Ray-Ban,1224.12,4,257,0.69,2378.88,Low
CUST06409,40,Male,Low,Sunglasses,Oliver Peoples,1144.08,3,1750,0.9,14810.35,High
CUST06410,33,Male,Medium,Sunglasses,Ray-Ban,1038.53,1,111,0.64,202.13,Low
CUST06411,31,Female,Medium,Optical Glasses,Oakley,1351.01,5,702,0.57,7405.39,Medium
CUST06412,27,Male,High,Optical Glasses,Oliver Peoples,1222.85,4,218,0.82,2395.58,Low
CUST06413,24,Female,High,Optical Glasses,Oliver Peoples,1241.21,3,47,0.74,354.82,Low
CUST06414,62,Female,High,Sunglasses,Persol,1076.61,4,1060,0.8,10005.1,High
CUST06415,69,Female,Medium,Optical Glasses,Ray-Ban,1043.76,2,1338,0.68,5203.59,Medium
CUST06416,54,Female,Low,Optical Glasses,Oliver Peoples,1175.66,5,1250,0.65,13085.26,High
CUST06417,46,Male,Medium,Sunglasses,Oliver Peoples,895.77,3,429,0.96,3032.17,Low
CUST06418,20,Male,Medium,Optical Glasses,Ray-Ban,1316.97,3,764,0.94,7773.66,Medium
CUST06419,32,Male,Medium,Sunglasses,Ray-Ban,1094.4,1,994,0.56,1669.0,Low
CUST06420,53,Male,Low,Sunglasses,Vogue Eyewear,1159.84,2,103,0.83,543.31,Low
CUST06421,64,Female,Medium,Optical Glasses,Persol,1264.04,2,442,0.68,2081.75,Low
CUST06422,63,Female,Low,Optical Glasses,Oliver Peoples,1166.3,3,442,0.78,3304.88,Low
CUST06423,69,Male,High,Optical Glasses,Ray-Ban,1024.74,4,1069,0.6,7202.94,Medium
CUST06424,36,Male,Low,Sunglasses,Oliver Peoples,1425.86,3,289,0.86,2912.74,Low
CUST06425,30,Male,Medium,Sunglasses,Vogue Eyewear,970.11,3,1118,0.65,5794.35,Medium
CUST06426,59,Female,Low,Optical Glasses,Vogue Eyewear,864.52,3,1125,0.84,6714.83,Medium
CUST06427,38,Female,Medium,Sunglasses,Oliver Peoples,1331.19,3,1017,0.57,6342.56,Medium
CUST06428,54,Female,High,Optical Glasses,Persol,981.09,3,670,0.57,3079.55,Low
CUST06429,44,Female,Low,Sunglasses,Oakley,1387.92,3,535,0.67,4089.04,Medium
CUST06430,69,Male,Low,Optical Glasses,Oliver Peoples,1256.53,4,1785,1.0,24579.79,High
CUST06431,46,Male,Low,Optical Glasses,Vogue Eyewear,1242.45,5,1184,0.93,18740.91,High
CUST06432,37,Male,Medium,Sunglasses,Persol,1114.65,5,1629,0.81,20147.53,High
CUST06433,42,Male,Medium,Optical Glasses,Ray-Ban,1076.19,1,783,0.65,1500.62,Low
CUST06434,23,Female,Medium,Sunglasses,Persol,1143.56,5,95,0.58,863.15,Low
